id,entity_name,employee_count,description,source_name,source_url,collected_at,raw_json
142,Turing,5,AI for R&D of consumer brands like P&G to develop better products,Y Combinator Directory,http://www.turingsaas.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.turingsaas.com""},""content"":{""entityName"":""Turing"",""data"":{""employeeCount"":5,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""AI for R&D of consumer brands like P&G to develop better products""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
143,Querypie,70,QueryPie AIP - Enterprise Ready Agentic AI Platform,Y Combinator Directory,https://www.querypie.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.querypie.com""},""content"":{""entityName"":""Querypie"",""data"":{""employeeCount"":70,""foundingYear"":null,""location"":""Seoul, Seoul, South Korea"",""description"":""QueryPie AIP - Enterprise Ready Agentic AI Platform""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
144,Skypher,12,AI agent for Compliance Questionnaires Automation,Y Combinator Directory,https://skypher.co,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://skypher.co""},""content"":{""entityName"":""Skypher"",""data"":{""employeeCount"":12,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""AI agent for Compliance Questionnaires Automation""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
145,Deepsource,12,"Unified DevSecOps platform, helping developers ship good code.",Y Combinator Directory,https://deepsource.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://deepsource.com/""},""content"":{""entityName"":""Deepsource"",""data"":{""employeeCount"":12,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Unified DevSecOps platform, helping developers ship good code.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
146,Pillarplus,30,Software to automatically create construction blueprints,Y Combinator Directory,https://pillarplus.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://pillarplus.com""},""content"":{""entityName"":""Pillarplus"",""data"":{""employeeCount"":30,""foundingYear"":null,""location"":""MH, India"",""description"":""Software to automatically create construction blueprints""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
147,Zumo,7,We generate synthetic data for computer vision models.,Y Combinator Directory,https://zumolabs.ai/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://zumolabs.ai/""},""content"":{""entityName"":""Zumo"",""data"":{""employeeCount"":7,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""We generate synthetic data for computer vision models.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
148,Overfit,4,Human coach for accountability + AI for personalized workouts,Y Combinator Directory,https://overfit.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://overfit.com""},""content"":{""entityName"":""Overfit"",""data"":{""employeeCount"":4,""foundingYear"":null,""location"":""San Francisco, CA, USA; Mountain View, CA, USA"",""description"":""Human coach for accountability + AI for personalized workouts""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
149,Bego,65,BeGo Connects cargo shippers with truck suppliers in Mexico and US,Y Combinator Directory,http://www.bego.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.bego.ai""},""content"":{""entityName"":""Bego"",""data"":{""employeeCount"":65,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""BeGo Connects cargo shippers with truck suppliers in Mexico and US""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
150,Recall,30,"The API to get recordings, transcripts, and metadata from meetings",Y Combinator Directory,https://www.recall.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.recall.ai""},""content"":{""entityName"":""Recall"",""data"":{""employeeCount"":30,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""The API to get recordings, transcripts, and metadata from meetings""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
151,Atmo,10,Ultra-precise AI weather forecasting.,Y Combinator Directory,http://atmo.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://atmo.ai""},""content"":{""entityName"":""Atmo"",""data"":{""employeeCount"":10,""foundingYear"":null,""location"":""San Francisco, CA, USA; Berkeley, CA, USA"",""description"":""Ultra-precise AI weather forecasting.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
152,Airbyte,90,Context layer for production-grade AI agents,Y Combinator Directory,https://airbyte.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://airbyte.com/""},""content"":{""entityName"":""Airbyte"",""data"":{""employeeCount"":90,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Context layer for production-grade AI agents""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
153,Blue Onion,27,Financial data layer for AI-powered finance and accounting,Y Combinator Directory,https://www.blueonion.ai/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.blueonion.ai/""},""content"":{""entityName"":""Blue Onion"",""data"":{""employeeCount"":27,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Financial data layer for AI-powered finance and accounting""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
154,Shuttle,12,Build Backends. Fast.,Y Combinator Directory,https://www.shuttle.dev,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.shuttle.dev""},""content"":{""entityName"":""Shuttle"",""data"":{""employeeCount"":12,""foundingYear"":null,""location"":""London, England, United Kingdom"",""description"":""Build Backends. Fast.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
155,Kernal Biologics,20,Kernal is creating mRNA 2.0 therapies that work in specific cells,Y Combinator Directory,https://www.kernalbio.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.kernalbio.com/""},""content"":{""entityName"":""Kernal Biologics"",""data"":{""employeeCount"":20,""foundingYear"":null,""location"":""Boston, MA, USA"",""description"":""Kernal is creating mRNA 2.0 therapies that work in specific cells""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
156,Omni,5,"Fast, up-to-date answers for Sales & Support",Y Combinator Directory,https://addomni.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://addomni.com""},""content"":{""entityName"":""Omni"",""data"":{""employeeCount"":5,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Fast, up-to-date answers for Sales & Support""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
157,Atomic,25,API that lets companies embed investment accounts into their services,Y Combinator Directory,https://www.atomicvest.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.atomicvest.com/""},""content"":{""entityName"":""Atomic"",""data"":{""employeeCount"":25,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""API that lets companies embed investment accounts into their services""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
158,Hyper Online,7,Social avatar platform for VTubers,Y Combinator Directory,https://www.hyper.online/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.hyper.online/""},""content"":{""entityName"":""Hyper Online"",""data"":{""employeeCount"":7,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Social avatar platform for VTubers""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
159,Cohere,7,Support automation that's actually intelligent,Y Combinator Directory,https://cohere.io,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://cohere.io""},""content"":{""entityName"":""Cohere"",""data"":{""employeeCount"":7,""foundingYear"":null,""location"":""New York City, NY, USA; New York, NY, USA"",""description"":""Support automation that's actually intelligent""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
160,Taktile,150,"Transform your decision-making with reliable AI agents in weeks, not…",Y Combinator Directory,http://www.taktile.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.taktile.com""},""content"":{""entityName"":""Taktile"",""data"":{""employeeCount"":150,""foundingYear"":null,""location"":""Berlin, Berlin, Germany"",""description"":""Transform your decision-making with reliable AI agents in weeks, not…""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
161,Fashion,11,AI.Fashion is the AI creative suite for the fashion industry.,Y Combinator Directory,https://www.ai.fashion,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.ai.fashion""},""content"":{""entityName"":""Fashion"",""data"":{""employeeCount"":11,""foundingYear"":null,""location"":""Los Angeles, CA, USA"",""description"":""AI.Fashion is the AI creative suite for the fashion industry.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
162,Glimpse,27,Glimpse is the system of action for CPG retail operations,Y Combinator Directory,https://tryglimpse.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://tryglimpse.com/""},""content"":{""entityName"":""Glimpse"",""data"":{""employeeCount"":27,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Glimpse is the system of action for CPG retail operations""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
163,Fieldguide,200,Vertical AI for Audit & Advisory Firms,Y Combinator Directory,http://fieldguide.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://fieldguide.com""},""content"":{""entityName"":""Fieldguide"",""data"":{""employeeCount"":200,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Vertical AI for Audit & Advisory Firms""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
164,Heron,60,Underwriting automation for SMB finance,Y Combinator Directory,https://www.herondata.io,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.herondata.io""},""content"":{""entityName"":""Heron"",""data"":{""employeeCount"":60,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Underwriting automation for SMB finance""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
165,Cloud Humans,30,AI-powered customer service for startups,Y Combinator Directory,https://www.cloudhumans.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.cloudhumans.com""},""content"":{""entityName"":""Cloud Humans"",""data"":{""employeeCount"":30,""foundingYear"":null,""location"":""New York City, NY, USA; São Paulo, SP, Brazil"",""description"":""AI-powered customer service for startups""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
166,Atomic Industries,60,Software orchestrated mass production of plastics,Y Combinator Directory,http://atomic.industries,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://atomic.industries""},""content"":{""entityName"":""Atomic Industries"",""data"":{""employeeCount"":60,""foundingYear"":null,""location"":""Cleveland, OH, USA"",""description"":""Software orchestrated mass production of plastics""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
167,Authzed,31,"Authorization Infrastructure securing AI at OpenAI, Zoom, & more",Y Combinator Directory,https://authzed.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://authzed.com""},""content"":{""entityName"":""Authzed"",""data"":{""employeeCount"":31,""foundingYear"":null,""location"":""New York City, NY, USA; Remote"",""description"":""Authorization Infrastructure securing AI at OpenAI, Zoom, & more""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
168,Quadrant Eye,4,Breaking new ground in online eyecare. ,Y Combinator Directory,https://quadranteye.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://quadranteye.com""},""content"":{""entityName"":""Quadrant Eye"",""data"":{""employeeCount"":4,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Breaking new ground in online eyecare. ""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
169,Sbx Robotics,5,Synthetic data for better vision.,Y Combinator Directory,https://www.sbxrobotics.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.sbxrobotics.com/""},""content"":{""entityName"":""Sbx Robotics"",""data"":{""employeeCount"":5,""foundingYear"":null,""location"":""Toronto, ON, Canada"",""description"":""Synthetic data for better vision.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
170,Arnata,15,AI workers for the logistics industry. ,Y Combinator Directory,https://arnata.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://arnata.com""},""content"":{""entityName"":""Arnata"",""data"":{""employeeCount"":15,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""AI workers for the logistics industry. ""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
171,Pibit,116,The fastest path from submission to better decisions.,Y Combinator Directory,https://pibit.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://pibit.ai""},""content"":{""entityName"":""Pibit"",""data"":{""employeeCount"":116,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""The fastest path from submission to better decisions.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
172,Vogent,3,Build Voice AI Agents,Y Combinator Directory,https://vogent.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://vogent.ai""},""content"":{""entityName"":""Vogent"",""data"":{""employeeCount"":3,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Build Voice AI Agents""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
173,Flux Auto,56,Physical AI for Warehouses and Factories,Y Combinator Directory,https://fluxauto.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://fluxauto.ai""},""content"":{""entityName"":""Flux Auto"",""data"":{""employeeCount"":56,""foundingYear"":null,""location"":""Bengaluru, KA, India"",""description"":""Physical AI for Warehouses and Factories""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
174,Fountain9,8,Helping food brands and retailers reduce food wastage,Y Combinator Directory,https://www.fountain9.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.fountain9.com""},""content"":{""entityName"":""Fountain9"",""data"":{""employeeCount"":8,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Helping food brands and retailers reduce food wastage""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
175,Pragmatic Leaders Ankai,10,"AI-powered Corporate Training: Faster, Smarter, and More Effective",Y Combinator Directory,"https://pragmaticleaders.io, https://ostronaut.com",2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://pragmaticleaders.io, https://ostronaut.com""},""content"":{""entityName"":""Pragmatic Leaders Ankai"",""data"":{""employeeCount"":10,""foundingYear"":null,""location"":""Gurugram, HR, India; Remote"",""description"":""AI-powered Corporate Training: Faster, Smarter, and More Effective""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
176,Sivo,15,Debt as a service for companies to lend money to their users at scale.,Y Combinator Directory,https://sivo.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://sivo.com""},""content"":{""entityName"":""Sivo"",""data"":{""employeeCount"":15,""foundingYear"":null,""location"":""Vancouver, BC, Canada; San Francisco, CA, USA; Remote"",""description"":""Debt as a service for companies to lend money to their users at scale.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
177,Supadock,1,AI workers for logistics operations,Y Combinator Directory,https://getsupadock.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://getsupadock.com""},""content"":{""entityName"":""Supadock"",""data"":{""employeeCount"":1,""foundingYear"":null,""location"":""Toronto, ON, Canada; Remote"",""description"":""AI workers for logistics operations""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
178,Emerge Tools,9,Supercharge your mobile apps,Y Combinator Directory,https://www.emergetools.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.emergetools.com/""},""content"":{""entityName"":""Emerge Tools"",""data"":{""employeeCount"":9,""foundingYear"":null,""location"":""Los Angeles, CA, USA; Santa Monica, CA, USA; Remote"",""description"":""Supercharge your mobile apps""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
179,Parsagon,2,AI to track and analyze public policy,Y Combinator Directory,https://parsagon.io,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://parsagon.io""},""content"":{""entityName"":""Parsagon"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""AI to track and analyze public policy""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
180,Alinea,12,Automated investing for the next generation 💸,Y Combinator Directory,https://alinea-invest.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://alinea-invest.com/""},""content"":{""entityName"":""Alinea"",""data"":{""employeeCount"":12,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Automated investing for the next generation 💸""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
181,Vapi,50,Voice AI for developers.,Y Combinator Directory,https://vapi.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://vapi.ai""},""content"":{""entityName"":""Vapi"",""data"":{""employeeCount"":50,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Voice AI for developers.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
182,Mindee,60,AI Document Understanding API,Y Combinator Directory,https://mindee.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://mindee.com""},""content"":{""entityName"":""Mindee"",""data"":{""employeeCount"":60,""foundingYear"":null,""location"":""Paris, Île-de-France, France; San Francisco, CA, USA; London, England, United Kingdom"",""description"":""AI Document Understanding API""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
183,Popl,60,Your AI GTM platform for In-Person Events,Y Combinator Directory,https://popl.co/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://popl.co/""},""content"":{""entityName"":""Popl"",""data"":{""employeeCount"":60,""foundingYear"":null,""location"":""New York City, NY, USA; Remote"",""description"":""Your AI GTM platform for In-Person Events""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
184,True3D,5,Building the next generation of visual media,Y Combinator Directory,https://www.true3d.com/,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.true3d.com/""},""content"":{""entityName"":""True3D"",""data"":{""employeeCount"":5,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Building the next generation of visual media""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
185,Firstsupport,4,AI Assistant for Customer Support,Y Combinator Directory,https://firstsupport.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://firstsupport.ai""},""content"":{""entityName"":""Firstsupport"",""data"":{""employeeCount"":4,""foundingYear"":null,""location"":""Bandung, West Java, Indonesia; Remote"",""description"":""AI Assistant for Customer Support""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
186,Rinsed,80,Software to run car washes moving to a monthly subscription model,Y Combinator Directory,https://www.rinsed.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.rinsed.com""},""content"":{""entityName"":""Rinsed"",""data"":{""employeeCount"":80,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Software to run car washes moving to a monthly subscription model""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
187,Nimbus,3,Nimbus reduces Datadog costs by more than 60% without Manual Effort,Y Combinator Directory,https://nimbus.dev,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://nimbus.dev""},""content"":{""entityName"":""Nimbus"",""data"":{""employeeCount"":3,""foundingYear"":null,""location"":""Seattle, WA, USA"",""description"":""Nimbus reduces Datadog costs by more than 60% without Manual Effort""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
188,Enable Us,14,Digital Sales Rooms (Acquired by MindTickle),Y Combinator Directory,https://www.enableus.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.enableus.com""},""content"":{""entityName"":""Enable Us"",""data"":{""employeeCount"":14,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""Digital Sales Rooms (Acquired by MindTickle)""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
189,Inpharmd,16,"We provide a curated, evidence- based answer to any clinical question.",Y Combinator Directory,https://www.inpharmd.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.inpharmd.com""},""content"":{""entityName"":""Inpharmd"",""data"":{""employeeCount"":16,""foundingYear"":null,""location"":""Atlanta, GA, USA"",""description"":""We provide a curated, evidence- based answer to any clinical question.""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
190,Tint,40,Makes it easy for tech platforms to embed insurance into products,Y Combinator Directory,http://www.tint.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.tint.ai""},""content"":{""entityName"":""Tint"",""data"":{""employeeCount"":40,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""Makes it easy for tech platforms to embed insurance into products""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
191,Taofi,11,The financial layer for decentralized AI,Y Combinator Directory,https://taofi.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://taofi.com""},""content"":{""entityName"":""Taofi"",""data"":{""employeeCount"":11,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""The financial layer for decentralized AI""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
192,Venu,5,Meet qualified leads in person by automating conference production,Y Combinator Directory,https://www.venu3d.com,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.venu3d.com""},""content"":{""entityName"":""Venu"",""data"":{""employeeCount"":5,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""Meet qualified leads in person by automating conference production""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
193,Compose,7,Cut your writing time by 40% with AI-powered autocomplete,Y Combinator Directory,https://compose.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://compose.ai""},""content"":{""entityName"":""Compose"",""data"":{""employeeCount"":7,""foundingYear"":null,""location"":""Carlsbad, CA, USA; San Francisco, CA, USA; Remote"",""description"":""Cut your writing time by 40% with AI-powered autocomplete""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
194,Codeball,3,AI-Powered Code Review,Y Combinator Directory,https://codeball.ai,2026-09-11T13:35:46.693726+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://codeball.ai""},""content"":{""entityName"":""Codeball"",""data"":{""employeeCount"":3,""foundingYear"":null,""location"":""Stockholm, Stockholm County, Sweden"",""description"":""AI-Powered Code Review""}},""collectedAt"":""2026-09-11T13:35:46.693726+00:00""}"
195,Dataherald,18,Embed NL-to-SQL into your Product 📈,Y Combinator Directory,http://dataherald.com/,2026-09-11T13:35:46.694734+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://dataherald.com/""},""content"":{""entityName"":""Dataherald"",""data"":{""employeeCount"":18,""foundingYear"":null,""location"":""Los Angeles, CA, USA"",""description"":""Embed NL-to-SQL into your Product 📈""}},""collectedAt"":""2026-09-11T13:35:46.694734+00:00""}"
